County,Inspection Date,Owner Name,Trade Name,Street,City,State Code,Zip Code,Deficiency Number,Deficiency Description,Location 1
New York,05/15/2017,NEW YORK MART MOTT ST INC,NEW YORK MART,128 MOTT ST,NEW YORK,NY,10013,10B,Establishment has insufficient space to accommodate operations,"128 MOTT ST
NEW YORK, NY 10013
(40.718574, -73.996693)"
Kings,05/30/2017,FLEISHERS BROOKLYN LLC,FLEISHERS GRASS FED,192 5TH AVE ,BROOKLYN,NY,11217,09E,Lighting or ventilation is inadequate,"192 5TH AVE
BROOKLYN, NY 11217
(40.67687, -73.980153)"
Kings,06/30/2017,YORK FUEL INC,EXXON,1760 FLATBUSH AVE,BROOKLYN,NY,11210,10A,Exterior of unsuitable construction or not in good physical repair,"1760 FLATBUSH AVE
BROOKLYN, NY 11210
(40.627122, -73.941625)"
New York,03/23/2017,PALOMA DELICATESSEN CORP,PALOMA DELICATESSEN,667 W 177TH ST #7,NEW YORK,NY,10033,15E,Unused equipment or materials improperly stored or in an unclean condition,"667 W 177TH ST
NEW YORK, NY 10033
(40.847404, -73.937234)"
Kings,05/31/2017,DRAGON DISCOUNT STORE INC,DRAGON DISCOUNT,5923 7TH AVE,BROOKLYN,NY,11220,15F,Storage cabinets or shelves are not clean or in good repair,"5923 7TH AVE
BROOKLYN, NY 11220
(40.636985, -74.011596)"
Bronx,06/09/2017,TROPICAL FRUITS&VEGETABLES CORP,TROPICAL FRUITS&VEGTBLS,234 W 231ST ST,BRONX,NY,10463,10D,"Refuse containers not clean, covered, in good repair or removed at sufficient intervals","234 W 231ST ST
BRONX, NY 10463
(40.879583, -73.90611)"
New York,05/22/2017,5069 MEAT&PRODUCE CORP,FOOD UNIVERSE MARKET PL,5069 BROADWAY,NEW YORK,NY,10034,15E,Unused equipment or materials improperly stored or in an unclean condition,"5069 BROADWAY
NEW YORK, NY 10034
(40.870458, -73.915096)"
Kings,06/26/2017,13TH AVENUE SUPERMARKET LLC,GOURMET GLATT MARKET,1274 39TH ST,BROOKLYN,NY,11218,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","1274 39TH ST
BROOKLYN, NY 11218
(40.640955, -73.986828)"
Queens,05/02/2017,SHREE CHAMUNDA INC,HAMBERRYS FOOD MARKET,801 CROSSBAY BLVD,BROAD CHANNEL,NY,11693,15D,Thermometers not provided where required,"801 CROSSBAY BLVD
BROAD CHANNEL, NY 11693
(40.607088, -73.819508)"
Westchester,06/19/2017,AMERICAN LATINO MARKET PL INC,AMERICAN LATINO MKT PL,228 N DIVISION ST,PEEKSKILL,NY,10566,09A,Handwashing facilities improperly installed or maintained,"228 N DIVISION ST
PEEKSKILL, NY 10566
(41.293952, -73.918926)"
New York,03/21/2017,UNCLE JOHNNY GROCERY CORP,UNCLE JOHNNY GROCERY,55-57 AVENUE D,NEW YORK,NY,10009,09C,"Toilet facilities improperly installed, equipped or maintained","55 57 AVENUE
NEW YORK, NY 10009
(40.72236, -73.98011)"
Kings,05/09/2017,LA CAPILLA II INC,LA CAPILLA II,1305 38TH ST,BROOKLYN,NY,11218,09G,Sanitizing test devices not in use where required,"1305 38TH ST
BROOKLYN, NY 11218
(40.641136, -73.985601)"
Kings,05/18/2017,GOMZOS BAKE SHOP LLC,GOMZOS BAKE SHOP,328 KINGSTON AVE,BROOKLYN,NY,11213,06B,Potentially hazardous foods are not stored at safe temperatures,"328 KINGSTON AVE
BROOKLYN, NY 11213
(40.66786, -73.942342)"
New York,06/29/2017,SECOND AVENUE DELI MARKET INC,SECOND AVENUE DELI MRKT,81 2ND AVE,NEW YORK,NY,10003,03E,"Employees handling exposed, ready-to-eat foods without an acceptable protective barrier","81 2ND AVE
NEW YORK, NY 10003
(40.726528, -73.989175)"
Onondaga,05/30/2017,SOLVAY FOOD MARKET INC,SOLVAY SUPER SAVER,1207 MILTON AVE,SYRACUSE,NY,13204,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","1207 MILTON AVE
SYRACUSE, NY 13204
(43.059014, -76.197412)"
Kings,03/22/2017,FULTON&SARATOGA DELI CORP,FULTON&SARATOGA DELI,1961 FULTON ST,BROOKLYN,NY,11233,09G,Sanitizing test devices not in use where required,"1961 FULTON ST
BROOKLYN, NY 11233
(40.678593, -73.916596)"
Kings,05/18/2017,GOMZOS BAKE SHOP LLC,GOMZOS BAKE SHOP,328 KINGSTON AVE,BROOKLYN,NY,11213,11D,"Locker or dressing rooms are not segregated from food areas, clean or orderly","328 KINGSTON AVE
BROOKLYN, NY 11213
(40.66786, -73.942342)"
Westchester,06/19/2017,AMERICAN LATINO MARKET PL INC,AMERICAN LATINO MKT PL,228 N DIVISION ST,PEEKSKILL,NY,10566,12A,"Food not stored, conveyed or displayed in a manner that prevents contamination including marginal temperature deficiencies","228 N DIVISION ST
PEEKSKILL, NY 10566
(41.293952, -73.918926)"
Kings,05/31/2017,DRAGON DISCOUNT STORE INC,DRAGON DISCOUNT,5923 7TH AVE,BROOKLYN,NY,11220,10B,Establishment has insufficient space to accommodate operations,"5923 7TH AVE
BROOKLYN, NY 11220
(40.636985, -74.011596)"
Kings,05/22/2017,SEMSEM FRUIT&GROCERY CORP,SEMSEM FRUIT&GROCERY,1955 BATH AVE,BROOKLYN,NY,11214,10A,Exterior of unsuitable construction or not in good physical repair,"1955 BATH AVE
BROOKLYN, NY 11214
(40.601812, -74.002211)"
Kings,05/05/2017,EARLY BIRD SUPERMARKET INC,EARLY BIRD SUPERMARKET,6614 BAY PKWY,BROOKLYN,NY,11204,09F,"Cleaning or sanitizing equipment, materials or agents are not available, suitable or properly stored","6614 BAY PKWY
BROOKLYN, NY 11204
(40.612876, -73.98243)"
Kings,04/26/2017,HERRERA ALEXIS,HERRERA DELI & GROCERY,156 MARCUS GRAVEY BLVD,BROOKLYN,NY,11206,14C,Evidence of pets or other domestic animals in establishment,"156 MARCUS GRAVEY BLVD
BROOKLYN, NY 11206
(40.693071, -73.940058)"
Bronx,06/09/2017,TROPICAL FRUITS&VEGETABLES CORP,TROPICAL FRUITS&VEGTBLS,234 W 231ST ST,BRONX,NY,10463,09C,"Toilet facilities improperly installed, equipped or maintained","234 W 231ST ST
BRONX, NY 10463
(40.879583, -73.90611)"
Richmond,05/12/2017,A&S TWINS INC,BROTHERS BAGELS&DELI,262 NORWAY AVE,STATEN ISLAND,NY,10305,09F,"Cleaning or sanitizing equipment, materials or agents are not available, suitable or properly stored","262 NORWAY AVE
STATEN ISLAND, NY 10305
(40.592251, -74.077792)"
Westchester,04/17/2017,LOS ABUELOS GROCERY CORP,LOS ABUELOS GROCERY,37 E 3RD ST,MT VERNON,NY,10550,15F,Storage cabinets or shelves are not clean or in good repair,"37 E 3RD ST
MT VERNON, NY 10550
(40.907271, -73.833176)"
Oneida,06/22/2017,TA AYE SA,MYA ASIAN FOOD MARKET,1651 ONEIDA ST ,UTICA,NY,13501,12A,"Food not stored, conveyed or displayed in a manner that prevents contamination including marginal temperature deficiencies","1651 ONEIDA ST
UTICA, NY 13501
(43.088248, -75.24869)"
New York,03/21/2017,UNCLE JOHNNY GROCERY CORP,UNCLE JOHNNY GROCERY,55-57 AVENUE D,NEW YORK,NY,10009,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","55 57 AVENUE
NEW YORK, NY 10009
(40.72236, -73.98011)"
Westchester,02/22/2017,MENSAH JOHN,OSEI KUROM AFRICAN MKT,10B E 3RD ST,MOUNT VERNON,NY,10550,10B,Establishment has insufficient space to accommodate operations,"10B E 3RD ST
MOUNT VERNON, NY 10550
(40.90694, -73.834652)"
Bronx,04/27/2017,LA JUQUILITA 547 GROCERY CORP,LAJUQUILITA 547 GROCERY,547 SOUTHERN BLVD,BRONX,NY,10455,14B,"Insect, birds or other vermin observed within the establishment (not likely to result in product contamination)","547 SOUTHERN BLVD
BRONX, NY 10455
(40.812264, -73.903675)"
Kings,05/30/2017,FLEISHERS BROOKLYN LLC,FLEISHERS GRASS FED,192 5TH AVE ,BROOKLYN,NY,11217,10B,Establishment has insufficient space to accommodate operations,"192 5TH AVE
BROOKLYN, NY 11217
(40.67687, -73.980153)"
New York,06/22/2017,NEW HARLEM HALAL MEAT INC,NEW HARLEM HALAL MEAT,2142 FREDERICK DOUGLASS BLVD,NEW YORK,NY,10026,09F,"Cleaning or sanitizing equipment, materials or agents are not available, suitable or properly stored","2142 FREDERICK DOUGLASS BLVD
NEW YORK, NY 10026
(40.804272, -73.955479)"
New York,06/12/2017,LA PARADA GROCERY & MEAT MKT CORP,LA ECONOMIA,706 W 177TH ST,NEW YORK,NY,10033,10D,"Refuse containers not clean, covered, in good repair or removed at sufficient intervals","706 W 177TH ST
NEW YORK, NY 10033
(40.847621, -73.93837)"
Kings,03/03/2017,NAEEB ADEL M,NEW WAY DELI GROCERY,764 ROGERS AVE,BROOKLYN,NY,11226,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","764 ROGERS AVE
BROOKLYN, NY 11226
(40.652414, -73.952654)"
Kings,06/28/2017,MOON MINI MARKET LLC,MOON MINI MARKET,701 CHURCH AVE,BROOKLYN,NY,11218,10D,"Refuse containers not clean, covered, in good repair or removed at sufficient intervals","701 CHURCH AVE
BROOKLYN, NY 11218
(40.64552, -73.972923)"
Kings,06/07/2017,B&N FOOD CORP,B&N FOOD,152 ALBANY AVE,BROOKLYN,NY,11213,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","152 ALBANY AVE
BROOKLYN, NY 11213
(40.675363, -73.938847)"
New York,07/03/2017,351 BOWERY STREET INC,7-ELEVEN STORE 35308A,351 BOWERY ST,NEW YORK,NY,10003,06B,Potentially hazardous foods are not stored at safe temperatures,"351 BOWERY ST
NEW YORK, NY 10003
(40.726613, -73.991635)"
New York,05/15/2017,NEW YORK MART MOTT ST INC,NEW YORK MART,128 MOTT ST,NEW YORK,NY,10013,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","128 MOTT ST
NEW YORK, NY 10013
(40.718574, -73.996693)"
New York,06/23/2017,1613 FOOD CORP,1613 FOOD,1613 ST NICHOLAS AVE,NEW YORK,NY,10040,09A,Handwashing facilities improperly installed or maintained,"1613 ST NICHOLAS AVE
NEW YORK, NY 10040
(40.855237, -73.929405)"
Kings,04/26/2017,GNSL LLC,EDIBLE ARRANGEMENTS,1357 FULTON ST,BROOKLYN,NY,11216,10D,"Refuse containers not clean, covered, in good repair or removed at sufficient intervals","1357 FULTON ST
BROOKLYN, NY 11216
(40.680251, -73.947005)"
Kings,06/30/2017,YORK FUEL INC,EXXON,1760 FLATBUSH AVE,BROOKLYN,NY,11210,04F,"Insect, rodent, bird or vermin activity likely to result in product contamination","1760 FLATBUSH AVE
BROOKLYN, NY 11210
(40.627122, -73.941625)"
Kings,06/27/2017,MAHOPAC FOOD CORP,ASSOCIATED SUPERMARKET,530 86TH ST,BROOKLYN,NY,11209,15B,"Non-contact food equipment, utensils or conveyances are not clean or in good repair","530 86TH ST
BROOKLYN, NY 11209
(40.620892, -74.025229)"
Westchester,06/19/2017,AMERICAN LATINO MARKET PL INC,AMERICAN LATINO MKT PL,228 N DIVISION ST,PEEKSKILL,NY,10566,16B,Outside premises or loading zones improperly maintained,"228 N DIVISION ST
PEEKSKILL, NY 10566
(41.293952, -73.918926)"
New York,06/23/2017,1613 FOOD CORP,1613 FOOD,1613 ST NICHOLAS AVE,NEW YORK,NY,10040,15A,"Food contact equipment, utensils or conveyances: contact surfaces unclean or not properly sanitized","1613 ST NICHOLAS AVE
NEW YORK, NY 10040
(40.855237, -73.929405)"
Richmond,06/16/2017,FRENCH TART CHEZ LAURENT CORP,FRENCH TART THE,1141 N RAILROAD AVE,STATEN ISLAND,NY,10306,15A,"Food contact equipment, utensils or conveyances: contact surfaces unclean or not properly sanitized","1141 N RAILROAD AVE
STATEN ISLAND, NY 10306
(40.579309, -74.10955)"
Kings,05/18/2017,GOMZOS BAKE SHOP LLC,GOMZOS BAKE SHOP,328 KINGSTON AVE,BROOKLYN,NY,11213,13A,Processing Procedures / Educational Requirements are not met,"328 KINGSTON AVE
BROOKLYN, NY 11213
(40.66786, -73.942342)"
Bronx,05/09/2017,GREEN LAND FARM DELI&GROCERY CORP,GREEN LAND FARM DELI&GR,4313 KATONAH AVE,BRONX,NY,10470,11B," Not wearing clean outer garments, effective hair restraints or secure jewelry","4313 KATONAH AVE
BRONX, NY 10470
(40.89904, -73.867459)"
New York,05/15/2017,PRODUCTOS MEXICANOS LASPALOMAS IN,PRODUCTOS MEXICANOS,219 W 100TH ST,NEW YORK,NY,10025,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","219 W 100TH ST
NEW YORK, NY 10025
(40.797317, -73.970162)"
Richmond,05/17/2017,JAI SAI CORP,CONVENIENT FOOD MARKET,2 NEW DORP LN,STATEN ISLAND,NY,10306,12A,"Food not stored, conveyed or displayed in a manner that prevents contamination including marginal temperature deficiencies","2 NEW DORP LN
STATEN ISLAND, NY 10306
(40.575848, -74.119818)"
Bronx,06/09/2017,TROPICAL FRUITS&VEGETABLES CORP,TROPICAL FRUITS&VEGTBLS,234 W 231ST ST,BRONX,NY,10463,04E,"Food contact equipment condition, design or location is likely to contribute to contamination","234 W 231ST ST
BRONX, NY 10463
(40.879583, -73.90611)"
Kings,05/01/2017,SG CONVENIENCE CORP,SG CONVENIENCE,730 KINGS HWY,BROOKLYN,NY,11223,04H,Equipment cleaning or sanitizing facilities inadequate for establishments handling potentially hazardous foods,"730 KINGS HWY
BROOKLYN, NY 11223
(40.606425, -73.964781)"
New York,05/15/2017,PRODUCTOS MEXICANOS LASPALOMAS IN,PRODUCTOS MEXICANOS,219 W 100TH ST,NEW YORK,NY,10025,15C,"Food equipment improperly designed, constructed or maintained","219 W 100TH ST
NEW YORK, NY 10025
(40.797317, -73.970162)"
New York,06/29/2017,2589 WESTSIDE MARKETS LLC,WESTSIDE MARKET,2589 BROADWAY,NEW YORK,NY,10025,13B,Other required records/certifications are not maintained,"2589 BROADWAY
NEW YORK, NY 10025
(40.795725, -73.971123)"
Bronx,06/26/2017,2111 DELI GROCERY CORP,2111 DELI GROCERY,2109 SOUTHERN BLVD,BRONX,NY,10460,15C,"Food equipment improperly designed, constructed or maintained","2109 SOUTHERN BLVD
BRONX, NY 10460
(40.846253, -73.884239)"
New York,05/31/2017,YOUNG FISH LJ MARKET INC,YOUNG FISH LJ,2004 3RD AVE,NEW YORK,NY,10029,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","2004 3RD AVE
NEW YORK, NY 10029
(40.794222, -73.942741)"
Bronx,06/09/2017,TROPICAL FRUITS&VEGETABLES CORP,TROPICAL FRUITS&VEGTBLS,234 W 231ST ST,BRONX,NY,10463,12A,"Food not stored, conveyed or displayed in a manner that prevents contamination including marginal temperature deficiencies","234 W 231ST ST
BRONX, NY 10463
(40.879583, -73.90611)"
Kings,06/23/2017,MEISNERS KOSHER PREPARED FDS INC,MEISNERS TAKE HOME FOOD,2924 AVENUE I,BROOKLYN,NY,11210,15F,Storage cabinets or shelves are not clean or in good repair,"2924 AVENUE
BROOKLYN, NY 11210
(40.629143, -73.947572)"
Kings,05/01/2017,SG CONVENIENCE CORP,SG CONVENIENCE,730 KINGS HWY,BROOKLYN,NY,11223,09F,"Cleaning or sanitizing equipment, materials or agents are not available, suitable or properly stored","730 KINGS HWY
BROOKLYN, NY 11223
(40.606425, -73.964781)"
Kings,06/27/2017,MAHOPAC FOOD CORP,ASSOCIATED SUPERMARKET,530 86TH ST,BROOKLYN,NY,11209,15F,Storage cabinets or shelves are not clean or in good repair,"530 86TH ST
BROOKLYN, NY 11209
(40.620892, -74.025229)"
Kings,04/26/2017,GNSL LLC,EDIBLE ARRANGEMENTS,1357 FULTON ST,BROOKLYN,NY,11216,09E,Lighting or ventilation is inadequate,"1357 FULTON ST
BROOKLYN, NY 11216
(40.680251, -73.947005)"
Onondaga,05/24/2017,SKY MARKET LLC,SKY MARKET,1504 LODI ST,SYRACUSE,NY,13208,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","1504 LODI ST
SYRACUSE, NY 13208
(43.06081, -76.148685)"
New York,06/29/2017,SECOND AVENUE DELI MARKET INC,SECOND AVENUE DELI MRKT,81 2ND AVE,NEW YORK,NY,10003,10B,Establishment has insufficient space to accommodate operations,"81 2ND AVE
NEW YORK, NY 10003
(40.726528, -73.989175)"
Kings,02/07/2017,GV MEAT & PRODUCE CORP,CARIBBEAN SUPERMARKET,741 UTICA AVE,BROOKLYN,NY,11203,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","741 UTICA AVE
BROOKLYN, NY 11203
(40.654858, -73.930715)"
Kings,06/26/2017,13TH AVENUE SUPERMARKET LLC,GOURMET GLATT MARKET,1274 39TH ST,BROOKLYN,NY,11218,10B,Establishment has insufficient space to accommodate operations,"1274 39TH ST
BROOKLYN, NY 11218
(40.640955, -73.986828)"
New York,06/12/2017,LA PARADA GROCERY & MEAT MKT CORP,LA ECONOMIA,706 W 177TH ST,NEW YORK,NY,10033,14B,"Insect, birds or other vermin observed within the establishment (not likely to result in product contamination)","706 W 177TH ST
NEW YORK, NY 10033
(40.847621, -73.93837)"
Richmond,05/25/2017,ESPINAL JOSE M,JERSEY MEAT MARKET,402 JERSEY ST,STATEN ISLAND,NY,10301,10B,Establishment has insufficient space to accommodate operations,"402 JERSEY ST
STATEN ISLAND, NY 10301
(40.638503, -74.087567)"
Onondaga,05/30/2017,SOLVAY FOOD MARKET INC,SOLVAY SUPER SAVER,1207 MILTON AVE,SYRACUSE,NY,13204,09A,Handwashing facilities improperly installed or maintained,"1207 MILTON AVE
SYRACUSE, NY 13204
(43.059014, -76.197412)"
Richmond,05/23/2017,LANKA GROCERY INC,LANKA GROCERY,344 VICTORY BLVD,STATEN ISLAND,NY,10301,09A,Handwashing facilities improperly installed or maintained,"344 VICTORY BLVD
STATEN ISLAND, NY 10301
(40.633551, -74.086079)"
Kings,04/26/2017,GNSL LLC,EDIBLE ARRANGEMENTS,1357 FULTON ST,BROOKLYN,NY,11216,09A,Handwashing facilities improperly installed or maintained,"1357 FULTON ST
BROOKLYN, NY 11216
(40.680251, -73.947005)"
Richmond,05/18/2017,CAKES R US INC,LA DOLCE BAKERY,6321 AMBOY RD,STATEN ISLAND,NY,10309,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","6321 AMBOY RD
STATEN ISLAND, NY 10309
(40.523179, -74.21621)"
Onondaga,05/10/2017,LIBERTY GAS&CONVENIENCE STORE LLC,LIBERTY GAS&CONVENIENCE,200 S MAIN ST,N SYRACUSE,NY,13212,03C,Food handlers do not wash hands thoroughly after contaminating them,"200 S MAIN ST
N SYRACUSE, NY 13212
(43.134498, -76.130143)"
Kings,06/07/2017,B&N FOOD CORP,B&N FOOD,152 ALBANY AVE,BROOKLYN,NY,11213,14A,Evidence of rodents observed (not likely to result in product contamination),"152 ALBANY AVE
BROOKLYN, NY 11213
(40.675363, -73.938847)"
New York,05/15/2017,NEW YORK MART MOTT ST INC,NEW YORK MART,128 MOTT ST,NEW YORK,NY,10013,12B,"Food or ingredient storage containers are not clean, covered or properly identified","128 MOTT ST
NEW YORK, NY 10013
(40.718574, -73.996693)"
Kings,04/26/2017,GNSL LLC,EDIBLE ARRANGEMENTS,1357 FULTON ST,BROOKLYN,NY,11216,12B,"Food or ingredient storage containers are not clean, covered or properly identified","1357 FULTON ST
BROOKLYN, NY 11216
(40.680251, -73.947005)"
Bronx,06/28/2017,1539 BOYNTON GOURMET & GRILL INC,1539 BOYNTON GOURMET &,1539 WESTCHESTER AVENUE,BRONX,NY,10472,15A,"Food contact equipment, utensils or conveyances: contact surfaces unclean or not properly sanitized","1539 WESTCHESTER AVENUE
BRONX, NY 10472
(40.82864, -73.878421)"
Oneida,03/24/2017,DOLGENCORP OF NEW YORK INC,DOLLAR GENERAL #12183,1033 MOHAWK ST,UTICA,NY,13501,09A,Handwashing facilities improperly installed or maintained,"1033 MOHAWK ST
UTICA, NY 13501
(43.093035, -75.220822)"
Kings,06/29/2017,ARIS FRUITLAND INC,ARIS FRUITLAND,4504 FT HAMILTON PKWY,BROOKLYN,NY,11219,15F,Storage cabinets or shelves are not clean or in good repair,"4504 FT HAMILTON PKWY
BROOKLYN, NY 11219
(40.640187, -73.994952)"
Kings,06/30/2017,YORK FUEL INC,EXXON,1760 FLATBUSH AVE,BROOKLYN,NY,11210,02A,Rodent defiled foods or ingredients,"1760 FLATBUSH AVE
BROOKLYN, NY 11210
(40.627122, -73.941625)"
Kings,06/05/2017,COSENTINOS FISH MARKET INC,COSENTINOS FISH MARKET,6922 3RD AVE,BROOKLYN,NY,11209,05B,Critical Processing or Salvaging Parameters are not met,"6922 3RD AVE
BROOKLYN, NY 11209
(40.635156, -74.026287)"
Queens,05/02/2017,SHREE CHAMUNDA INC,HAMBERRYS FOOD MARKET,801 CROSSBAY BLVD,BROAD CHANNEL,NY,11693,09A,Handwashing facilities improperly installed or maintained,"801 CROSSBAY BLVD
BROAD CHANNEL, NY 11693
(40.607088, -73.819508)"
Bronx,06/26/2017,2111 DELI GROCERY CORP,2111 DELI GROCERY,2109 SOUTHERN BLVD,BRONX,NY,10460,09A,Handwashing facilities improperly installed or maintained,"2109 SOUTHERN BLVD
BRONX, NY 10460
(40.846253, -73.884239)"
Westchester,04/17/2017,LOS ABUELOS GROCERY CORP,LOS ABUELOS GROCERY,37 E 3RD ST,MT VERNON,NY,10550,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","37 E 3RD ST
MT VERNON, NY 10550
(40.907271, -73.833176)"
Kings,03/22/2017,FULTON&SARATOGA DELI CORP,FULTON&SARATOGA DELI,1961 FULTON ST,BROOKLYN,NY,11233,09F,"Cleaning or sanitizing equipment, materials or agents are not available, suitable or properly stored","1961 FULTON ST
BROOKLYN, NY 11233
(40.678593, -73.916596)"
New York,06/01/2017,CAFE BRAVO INC,CAFE BRAVO,352 9TH AVE,NEW YORK,NY,10001,11D,"Locker or dressing rooms are not segregated from food areas, clean or orderly","352 9TH AVE
NEW YORK, NY 10001
(40.750972, -73.998072)"
New York,06/01/2017,CAFE BRAVO INC,CAFE BRAVO,352 9TH AVE,NEW YORK,NY,10001,15C,"Food equipment improperly designed, constructed or maintained","352 9TH AVE
NEW YORK, NY 10001
(40.750972, -73.998072)"
Onondaga,05/23/2017,APHONE FOODS INC,APHONE FOODS,826 BUTTERNUT ST,SYRACUSE,NY,13208,12A,"Food not stored, conveyed or displayed in a manner that prevents contamination including marginal temperature deficiencies","826 BUTTERNUT ST
SYRACUSE, NY 13208
(43.062602, -76.144202)"
New York,03/21/2017,UNCLE JOHNNY GROCERY CORP,UNCLE JOHNNY GROCERY,55-57 AVENUE D,NEW YORK,NY,10009,16D,Morgue area or bottle return area improperly maintained,"55 57 AVENUE
NEW YORK, NY 10009
(40.72236, -73.98011)"
New York,05/22/2017,5069 MEAT&PRODUCE CORP,FOOD UNIVERSE MARKET PL,5069 BROADWAY,NEW YORK,NY,10034,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","5069 BROADWAY
NEW YORK, NY 10034
(40.870458, -73.915096)"
New York,03/23/2017,PALOMA DELICATESSEN CORP,PALOMA DELICATESSEN,667 W 177TH ST #7,NEW YORK,NY,10033,15F,Storage cabinets or shelves are not clean or in good repair,"667 W 177TH ST
NEW YORK, NY 10033
(40.847404, -73.937234)"
Kings,06/23/2017,ORGANIC PLANET CORP,ORGANIC PLANET,43 BOGART ST UNIT D ,BROOKLYN,NY,11206,12B,"Food or ingredient storage containers are not clean, covered or properly identified","43 BOGART ST
BROOKLYN, NY 11206
(40.705124, -73.933249)"
Bronx,06/09/2017,TROPICAL FRUITS&VEGETABLES CORP,TROPICAL FRUITS&VEGTBLS,234 W 231ST ST,BRONX,NY,10463,11D,"Locker or dressing rooms are not segregated from food areas, clean or orderly","234 W 231ST ST
BRONX, NY 10463
(40.879583, -73.90611)"
New York,05/31/2017,YOUNG FISH LJ MARKET INC,YOUNG FISH LJ,2004 3RD AVE,NEW YORK,NY,10029,04H,Equipment cleaning or sanitizing facilities inadequate for establishments handling potentially hazardous foods,"2004 3RD AVE
NEW YORK, NY 10029
(40.794222, -73.942741)"
Richmond,06/16/2017,FRENCH TART CHEZ LAURENT CORP,FRENCH TART THE,1141 N RAILROAD AVE,STATEN ISLAND,NY,10306,10B,Establishment has insufficient space to accommodate operations,"1141 N RAILROAD AVE
STATEN ISLAND, NY 10306
(40.579309, -74.10955)"
Bronx,06/28/2017,V&J MINI MARKET CORP,V&J MINI MARKET,51 E 183RD ST,BRONX,NY,10453,15C,"Food equipment improperly designed, constructed or maintained","51 E 183RD ST
BRONX, NY 10453
(40.858301, -73.90249)"
Kings,05/05/2017,EARLY BIRD SUPERMARKET INC,EARLY BIRD SUPERMARKET,6614 BAY PKWY,BROOKLYN,NY,11204,12A,"Food not stored, conveyed or displayed in a manner that prevents contamination including marginal temperature deficiencies","6614 BAY PKWY
BROOKLYN, NY 11204
(40.612876, -73.98243)"
Bronx,06/26/2017,2111 DELI GROCERY CORP,2111 DELI GROCERY,2109 SOUTHERN BLVD,BRONX,NY,10460,14B,"Insect, birds or other vermin observed within the establishment (not likely to result in product contamination)","2109 SOUTHERN BLVD
BRONX, NY 10460
(40.846253, -73.884239)"
Kings,06/07/2017,B&N FOOD CORP,B&N FOOD,152 ALBANY AVE,BROOKLYN,NY,11213,10D,"Refuse containers not clean, covered, in good repair or removed at sufficient intervals","152 ALBANY AVE
BROOKLYN, NY 11213
(40.675363, -73.938847)"
New York,05/31/2017,YOUNG FISH LJ MARKET INC,YOUNG FISH LJ,2004 3RD AVE,NEW YORK,NY,10029,12B,"Food or ingredient storage containers are not clean, covered or properly identified","2004 3RD AVE
NEW YORK, NY 10029
(40.794222, -73.942741)"
Kings,06/23/2017,MEISNERS KOSHER PREPARED FDS INC,MEISNERS TAKE HOME FOOD,2924 AVENUE I,BROOKLYN,NY,11210,11C,"Eating, drinking or use of tobacco in exposed food areas","2924 AVENUE
BROOKLYN, NY 11210
(40.629143, -73.947572)"
Kings,02/07/2017,GV MEAT & PRODUCE CORP,CARIBBEAN SUPERMARKET,741 UTICA AVE,BROOKLYN,NY,11203,09E,Lighting or ventilation is inadequate,"741 UTICA AVE
BROOKLYN, NY 11203
(40.654858, -73.930715)"
Richmond,05/25/2017,ESPINAL JOSE M,JERSEY MEAT MARKET,402 JERSEY ST,STATEN ISLAND,NY,10301,10D,"Refuse containers not clean, covered, in good repair or removed at sufficient intervals","402 JERSEY ST
STATEN ISLAND, NY 10301
(40.638503, -74.087567)"
New York,06/23/2017,1613 FOOD CORP,1613 FOOD,1613 ST NICHOLAS AVE,NEW YORK,NY,10040,12B,"Food or ingredient storage containers are not clean, covered or properly identified","1613 ST NICHOLAS AVE
NEW YORK, NY 10040
(40.855237, -73.929405)"
Kings,05/15/2017,W & F SUPER GROCERY INC,W & F SUPER GROCERY,5411 7TH AVE,BROOKLYN,NY,11220,15D,Thermometers not provided where required,"5411 7TH AVE
BROOKLYN, NY 11220
(40.639997, -74.008463)"
Bronx,05/09/2017,MOES 2 DELI&GROCERY CORP,MOES 2 DELI&GROCERY,105 E 175TH ST,BRONX,NY,10453,15D,Thermometers not provided where required,"105 E 175TH ST
BRONX, NY 10453
(40.846902, -73.91046)"
